SERVICE_NAME,SERVICE_CODE,DESCRIPTION,REQUESTED_DATETIME,ADDRESS,LATITUDE,LONGITUDE
"""Dead animal""","""DAPUB1""","""Raccoon in the middle of the street near 4760 River Rd.""",2017-01-27T08:17:00Z,"""4760 RIVER RD - GJ0463928479 """,39.0814417652314,-84.6341705149891
"""Dead animal""","""DAPUB1""","""Cat in the street near 4078 River Rd.""",2017-01-27T08:19:00Z,"""RIVER RD & MAAG ST - GJ0661527989 """,39.0765678824916,-84.6114863118335
"""Dead animal""","""DAPUB1""","""there is a dead racoon in the street """,2017-01-26T11:51:00Z,"""2560 RIVERSIDE DR - GJ1962633584 """,39.1237580664315,-84.4594040091663
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2018-09-13T07:56:00Z,"""1032 LENOX PL, CINC - GJ1800236923""",39.1542301183189,-84.4770925780915
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.01/25/2017 12:41 PM/KMALONE - Unable to get Columbia Pkwy to pull up, but the dead animal is in the middle of Columbia Pkwy, West of Delta and Before Audobon.""",2017-01-25T12:40:00Z,"""COLUMBIA PKWY & DELTA AV""",39.1172300929061,-84.4393212759834
"""Dead animal""","""DAPUB1""","""DEAD DEER IN THE STREET""",2017-01-27T07:18:00Z,"""6304 HAMILTON AV - GJ1177142454 """,39.2055584398933,-84.5474124011754
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2017-01-27T11:11:00Z,"""4434 SIMPSON AV, CINC - GJ2555037120""",39.1540824105177,-84.3897612183843
"""Dead animal""","""DAPUB1""","""DEAD DEER""",2018-09-14T15:01:00Z,"""2275 WESTWOOD NORTHERN BLVD - GJ1006935797 """,39.146037635554,-84.5691789197082
"""Dead animal""","""DAPUB1""",""" """,2017-01-26T16:06:00Z,"""2179 TRAILWOOD DR - GJ2686330561 """,39.0946886830263,-84.3767756192511
"""Dead animal""","""DAPUB1""","""DEAD CAT IN THE STREET""",2017-01-27T08:47:00Z,"""727 E 4TH ST - GJ1606231203 """,39.1032100842188,-84.5013503717653
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2017-01-26T11:24:00Z,"""E MCMILLAN ST & SALUTARIS AV""",39.1249433115468,-84.4783882099932
"""Dead animal""","""DAPUB1""","""DEAD POSSUM""",2017-02-02T15:06:00Z,"""CALHOUN ST & SCIOTO ST - GJ1497533936 """,39.1280815436867,-84.5130487414998
"""Dead animal""","""DAPUB1""","""DEAD POSSUM IN THE ROAD""",2017-01-31T14:03:00Z,"""3223 GILBERT AV - GJ1802934990 """,39.1368130907437,-84.4774103735369
"""Dead animal""","""DAPUB1""","""DEAD CAT OR RACCOON IN MIDDLE OF STREET """,2018-09-14T07:56:00Z,"""120 EHRMAN AV - GJ1557236346 """,39.1496359608316,-84.5053738203522
"""Dead animal""","""DAPUB1""","""DEAD KITTEN IN MIDDLE OF ROAD """,2018-09-14T11:06:00Z,"""3278 WERK RD - GJ0633135154 """,39.1411433290668,-84.6125933899291
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2017-01-31T14:54:00Z,"""4235 BROOKSIDE AV, CINC - GJ1260137940""",39.1647217991821,-84.539219979113
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2018-09-14T10:50:00Z,"""219 HUNSFORD ST, CINC - GJ1874243472""",39.2130040440884,-84.4664018549647
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2017-01-31T10:12:00Z,"""2545 S ROOKWOOD DR, CINC - GJ2073034134""",39.1284362019203,-84.4464565681927
"""Dead animal""","""DAPUB1""","""DEAD DEER""",2017-01-30T09:43:00Z,"""500 LAFAYETTE AV - GJ1383137093 """,39.1567903091382,-84.5252751423381
"""Dead animal""","""DAPUB1""","""Per 882, collected 2 possums from the road""",2017-01-31T09:31:00Z,"""QUEEN CITY AV & SUNSET AV - GJ0942233860 """,39.128753099113,-84.5772527922929
"""Dead animal""","""DAPUB1""","""DEAD RACOON IN THE STREET""",2018-09-14T12:12:00Z,"""1084 ARCHLAND DR - GJ1325042935 """,39.2095254036919,-84.530145795084
"""Dead animal""","""DAPUB1""","""DEAD ANIMAL ON COLERIAN 300 YARD FROM VALLEYVIEW""",2017-01-29T08:11:00Z,"""COLERAIN AV & MONMOUTH AV - GJ1273835550 """,39.1431636273418,-84.5384006984595
"""Dead animal""","""DAPUB1""","""Dead possum on the sidewalk""",2017-01-31T15:12:00Z,"""1228 MCKEONE AV - GJ0868032253 """,39.1144653514148,-84.5863316913497
"""Dead animal""","""DAPUB1""","""DEAD RACOON IN THE STREET.  """,2017-01-30T07:47:00Z,"""2472 BOUDINOT AV - GJ0703334211 """,39.1324808734758,-84.604758630898
"""Dead animal""","""DAPUB1""","""to the left of the house """,2017-01-31T08:38:00Z,"""1739 GELLENBECK ST - GJ0913433024 """,39.121298288227,-84.5808368410273
"""Dead animal""","""DAPUB1""","""DEAD RACCOON IN MIDDLE OF STREET  GOING OVER THE SMALL BRIDGE . """,2017-01-27T16:48:00Z,"""1914 WEST FORK RD - GJ1029637357 """,39.160030894524,-84.566070275499
"""Dead animal""","""DAPUB1""","""DEAD RACCOON ON SIDEWALK""",2017-01-30T12:36:00Z,"""2760 RIVERSIDE DR - GJ2008733459 """,39.1225209303122,-84.45411276863
"""Dead animal""","""DAPUB1""","""DEAD RACOON IN THE STREET""",2017-01-31T07:37:00Z,"""3036 FAIRFIELD AV - GJ1852134572 """,39.1329283453363,-84.4718531392127
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2017-01-31T15:40:00Z,"""4235 BROOKSIDE AV, CINC - GJ1260137940""",39.1647217991821,-84.539219979113
"""Dead animal""","""DAPUB1""","""DEAD RACOON AT THE CURB""",2017-01-31T08:35:00Z,"""617 KINGS RUN DR - GJ1461839612 """,39.179274076431,-84.5153692157889
"""Dead animal""","""DAPUB1""","""DEAD RACOON AT THE CURB""",2017-01-31T10:52:00Z,"""260 FAIRBANKS AV - GJ0985629825 """,39.0923238538065,-84.5734846741029
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2017-01-30T14:15:00Z,"""5000 COLERAIN AV, CINC - GJ1064639275""",39.1772125533568,-84.5614167748103
"""Dead animal""","""DAPUB1""",""" """,2017-01-30T07:13:00Z,"""508 MCALPIN AV - GJ1379236417 """,39.15071216036,-84.5259324344708
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2018-09-16T20:42:00Z,"""24 W MCMICKEN AV, CINC - """,39.1176219483461,-84.5177167508882
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2017-01-30T11:10:00Z,"""2106 POGUE AV, CINC - GJ1945834829""",39.13501143803,-84.4609235969514
"""Dead animal""","""DAPUB1""","""DEAD RACOON AT THE CURB. CLOSED AS COLLECTED. CALLER STATES SHE LEFT AT 7:10 AM. IT WAS STILL THERE""",2017-02-01T11:18:00Z,"""617 KINGS RUN DR - GJ1461839612 """,39.179274076431,-84.5153692157889
"""Dead animal""","""DAPUB1""","""THERE IS A DEAD CAT BTWN BALTIMORE AND WESTWOOD NORTERN BV""",2017-02-01T15:49:00Z,"""BALTIMORE AV & WESTWOOD NORTHERN BLVD - GJ1061735723 """,39.1452355723301,-84.5628668454732
"""Dead animal""","""DAPUB1""","""DEAD RACOON IN THE STREET""",2017-02-02T07:58:00Z,"""5869 KELLOGG AV - GJ2286627216 """,39.0656072709687,-84.4240472423161
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2018-09-17T12:02:00Z,"""5563 FOXRUN CT, CINC - GJ0936241171""",39.1945925949176,-84.57568076142
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2017-02-01T13:47:00Z,"""6635 HILLSIDE AV, CINC - FJ9992832280""",39.1167641128701,-84.6874665300957
"""Dead animal""","""DAPUB1""","""DEAD RACOON IN THE STREET ON VINE SB TOWARD FOREST AVE""",2017-02-01T12:20:00Z,"""FOREST AV & VINE ST - GJ1506836336 """,39.149672215773,-84.5112086354248
"""Dead animal""","""DAPUB1""","""OPOSSUM IN STREET""",2017-02-07T11:50:00Z,"""955 GLENWOOD AV - GJ1752936145 """,39.1473408032448,-84.4828134940979
"""Dead animal""","""DAPUB1""","""DEAD ANIMAL IN THE ROADWAY""",2018-09-18T08:25:00Z,"""1807 AVONLEA AV - GJ1902839010 """,39.1727498311315,-84.4645663178382
"""Dead animal""","""DAPUB1""","""Per 882, collected dead raccoon from the road""",2017-02-02T12:39:00Z,"""5356 COLERAIN AV - GJ0994940475 """,39.1881817874547,-84.5691143459809
"""Dead animal""","""DAPUB1""","""PER 882, COLLECTED DEAD ANIMAL FROM THE ROW""",2017-02-06T09:08:00Z,"""SPRING GROVE AV & RALSTON AV - GJ1239236486 """,39.151675317169,-84.5421041745884
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2017-02-02T08:46:00Z,"""6194 FAIRWAY DR, CINC - GJ2135239996""",39.18105384878,-84.4373424478853
"""Dead animal""","""DAPUB1""","""DEAD SQUIRREL IN THE STREET""",2017-02-01T14:17:00Z,"""326 RESOR AV - GJ1428536118 """,39.147898888939,-84.5203245540568
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2017-02-01T19:44:00Z,"""2115 CLIFTON AV, CINC - GJ1431733170""",39.1213589508761,-84.5205986655611
"""Dead animal""","""DAPUB1""","""Per 882, collected desd Cat from the ROW""",2017-02-06T11:23:00Z,"""954 ELBERON AV - GJ1051531698 """,39.1090282044004,-84.5652877483807
"""Dead animal""","""DAPUB1""","""pER 882, COLLECTED A DEAD RACCON FROM THE ROW""",2017-02-03T14:25:00Z,"""2415 AUBURN AV - GJ1535933726 """,39.1261031350946,-84.5086764122316
"""Dead animal""","""DAPUB1""","""DEAD DEER AT THE CURB""",2018-09-18T12:34:00Z,"""3313 RIVERSIDE DR - GJ2108832975 """,39.1179039100125,-84.4427066357879
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2018-09-17T10:28:00Z,"""3966 ZINSLE AV, CINC - GJ2441240566""",39.1853967448677,-84.4017614053651
"""Dead animal""","""DAPUB1""","""PER 882, COLLECTED DEAD RACCOON FROM THE ROAD""",2017-02-06T09:06:00Z,"""3756 READING RD - GJ1734536641 """,39.1518550191687,-84.4847820033016
"""Dead animal""","""DAPUB1""","""DEAD POSSUM IN THE ROADWAY""",2018-09-18T10:10:00Z,"""6311 KENNEDY AV - GJ2332340511 """,39.1851779599776,-84.414395542752
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2018-09-15T06:58:00Z,"""1421 HERSCHEL AV, CINC - GJ2287135082""",39.1364230285203,-84.4213972900721
"""Dead animal""","""DAPUB1""","""DEAD CAT ON KIRKLAND DRIVE IN THE MIDDLE OF STREET  . CITIZEN COULD NOT PROVIDE EXACT ADDRESS BUT IT IS ON KIRKLAND DR. """,2017-02-02T14:54:00Z,"""6618 KIRKLAND DR - GJ1335343054 """,39.2105684882393,-84.5289192112824
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2018-09-17T08:22:00Z,"""3237 HILDRETH AV, CINC - GJ0662735641""",39.1454626326511,-84.6090163583989
"""Dead animal""","""DAPUB1""","""dead racoon on the curb""",2017-02-02T11:43:00Z,"""3210 W 8TH ST - GJ1063431372 """,39.1060655420995,-84.5640163828483
"""Dead animal""","""DAPUB1""","""DEAD CAT AT THE CURB""",2018-09-17T11:40:00Z,"""82 MULBERRY ST - GJ1486232770 """,39.1176164713304,-84.5147164155277
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2018-09-17T12:50:00Z,"""1173 HIGHCLIFF CT, CINC - GJ1292243024""",39.2104180840397,-84.5339029606636
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2018-09-18T08:50:00Z,"""2477 WESTWOOD NORTHERN BLVD, CINC - """,39.1471280078113,-84.5794604896663
"""Dead animal""","""DAPUB1""","""DEAD DOG IN BAG AT CURB """,2018-09-17T13:56:00Z,"""4109 FLOWER AV - GJ0859431209 """,39.1050848914642,-84.587636152917
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2017-02-03T16:27:00Z,"""2848 LINWOOD AV, CINC - GJ2143234962""",39.1357115597232,-84.4380713864065
"""Dead animal""","""DAPUB1""","""DEAD RACOON AT THE CURB""",2018-09-18T07:10:00Z,"""3708 ZINSLE AV - GJ2370140626 """,39.1861129780015,-84.4099852896346
"""Dead animal""","""DAPUB1""","""DEAD POSSUM IN MIDDLE OF  STREET """,2018-09-17T08:50:00Z,"""3198 BOUDINOT AV - GJ0710235451 """,39.143633305521,-84.6035865481142
"""Dead animal""","""DAPUB1""","""RACOON ON THE STREET// 2ND CALL """,2017-02-03T14:16:00Z,"""3210 W 8TH ST - GJ1063431372 """,39.1060655420995,-84.5640163828483
"""Dead animal""","""DAPUB1""","""DEAD CAT IN MIDDLE OF STREET """,2017-02-08T16:01:00Z,"""172 MERIDIAN ST - GJ0022331311 """,39.1079657174193,-84.6843410638942
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2017-02-05T09:54:00Z,"""3548 HARVEY AV, CINC - GJ1629236045""",39.1467517944222,-84.4971302514821
"""Dead animal""","""DAPUB1""","""dead possum in a  box on the sidewalk""",2017-02-03T13:17:00Z,"""2221 STRATFORD AV - GJ1409033427 """,39.123723396308,-84.5234413951166
"""Dead animal""","""DAPUB1""","""DEAD CAT IN THE STREET""",2017-02-07T09:24:00Z,"""MANSS AV & W LIBERTY ST - GJ0940032554 """,39.1170033232749,-84.5779069956261
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2018-09-15T11:36:00Z,"""ERIE AV & SETTLE ST""",39.1573970972157,-84.3850390131935
"""Dead animal""","""DAPUB1""","""DEAD CAT IN BLACK TRASH BAG""",2017-02-06T14:45:00Z,"""1999 HARRISON AV - GJ1052934278 """,39.1322548910011,-84.5643302532644
"""Dead animal""","""DAPUB1""","""at Tappan and HoffnerDead dog covered with white sheet """,2017-02-06T10:55:00Z,"""TAPPAN AV & HOFFNER ST - GJ1128437312 """,39.1593851098863,-84.5546535934623
"""Dead animal""","""DAPUB1""","""DEAD BROWN PITBULL/BOXER DOG HIT BY CAR . BEHIND DILLARDS IN PARKING LOT """,2017-02-08T13:34:00Z,"""6290 GLENWAY AV - GJ0531935861 """,39.1477501300578,-84.6240750514212
"""Dead animal""","""DAPUB1""","""DEAD RACOON AT THE CURB""",2017-02-08T12:31:00Z,"""1287 RUTLEDGE AV - GJ0856632455 """,39.1163105183176,-84.5875745111349
"""Dead animal""","""DAPUB1""","""DEAD RACOON ON RAMP RIDGE AVE RAMP HEADING WB TO 562""",2017-02-07T12:41:00Z,"""RIDGE AV & SR 562 EB TO RIDGE AV RAMP - GJ2263038232 """,39.1648370407638,-84.4231547795142
"""Dead animal""","""DAPUB1""","""dead cat at the sidewalk""",2017-02-06T16:09:00Z,"""2848 LINWOOD AV - GJ2143334963 """,39.1357115597232,-84.4380713864065
"""Dead animal""","""DAPUB1""","""DEAD RACCOON""",2017-02-09T12:59:00Z,"""RIVERSIDE DR & COLLINS AV - GJ1876233534 """,39.123528233015,-84.4694000888974
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2018-09-17T08:37:00Z,"""3201 BOUDINOT AV, CINC - GJ0703535485""",39.1439627296109,-84.6043511558942
"""Dead animal""","""DAPUB1""","""DEAD DOG""",2017-02-15T10:51:00Z,"""HARRISON AV & ORLAND AV - GJ0964234506 """,39.1345173058383,-84.574517352588
"""Dead animal""","""DAPUB1""","""DEAD CAT ON ELBERON NEAR WARSAW""",2017-02-06T14:19:00Z,"""ELBERON AV & WARSAW AV - GJ1149330928 """,39.1018561436946,-84.5542351366997
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2017-02-07T11:02:00Z,"""1728 BERKLEY AV, CINC - GJ1886238953""",39.1722888635475,-84.4664868699511
"""Dead animal""","""DAPUB1""","""TWO DEAD RACOON ON KELLOF WB NEAR WILMER""",2017-02-09T11:28:00Z,"""KELLOGG AV & WILMER AV - GJ2200031241 """,39.1020597559737,-84.432734965426
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2017-02-06T20:27:00Z,"""2851 MARKBREIT AV, CINC - GJ2145236739""",39.1517001987955,-84.4372635903212
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2017-02-11T14:15:00Z,"""2143 CLIFTON AV, CINC - GJ1433633283""",39.1223664166298,-84.5206240864269
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2017-02-05T13:16:00Z,"""2444 W NORTH BEND RD, CINC - GJ1010741065""",39.1934580138788,-84.5670850900998
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2017-02-06T07:56:00Z,"""HALSEY AV & FAIRBANKS AV""",39.0902602668623,-84.571393946397
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2017-02-07T09:08:00Z,"""2591 RIVERSIDE DR, CINC - GJ1974833478""",39.1232810980638,-84.4578887681498
"""Dead animal""","""DAPUB1""","""Cat in the street""",2017-02-08T15:45:00Z,"""1692 STATE AV - GJ1208132708 """,39.1177450302974,-84.5468761204204
"""Dead animal""","""DAPUB1""","""dead cat at the curb""",2017-02-09T12:47:00Z,"""1918 NORTHCUTT AV - GJ1929639164 """,39.1740775816526,-84.4614068324937
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2018-09-18T08:42:00Z,"""702 READING RD, CINC - """,39.111205194199,-84.5033862595946
"""Dead animal""","""DAPUB1""","""Per 882, collected a dead cat """,2017-02-14T08:55:00Z,"""3041 BEEKMAN ST - GJ1181135070 """,39.1390668646277,-84.5492601472425
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2017-02-08T18:33:00Z,"""3405 RIVERSIDE DR, CINC - GJ2117632899""",39.1167126302696,-84.4407030514792
"""Dead animal""","""DAPUB1""","""DEAD DOG AT CURB """,2018-10-12T07:21:00Z,"""2467 SCULLY ST - GJ1091733926 """,39.1289903508825,-84.5599572759922
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2017-02-11T18:25:00Z,"""2417 CLIFTON AV, CINC - GJ1439633758""",39.126637827847,-84.5197877691221
"""Dead animal""","""DAPUB1""","""DEAD POSSUM""",2017-02-14T14:45:00Z,"""835 GLENWOOD AV - GJ1714136108 """,39.1471016558907,-84.4873176864444
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2017-02-08T16:00:00Z,"""180 MERIDIAN ST, CINC - GJ0024031326""",39.1081066792596,-84.6841480330663
"""Dead animal""","""DAPUB1""","""Opossum in the street at 336 Rosemont Ave.""",2017-02-15T15:34:00Z,"""336 ROSEMONT AV - GJ0940530469 """,39.0982348840727,-84.5784981117599
"""Dead animal""","""DAPUB1""","""dead racoon in the street near the double yellow lines """,2017-02-13T16:26:00Z,"""415 FAIRBANKS AV - GJ1000630314 """,39.0966914157162,-84.5715974017051
"""Dead animal""","""DAPUB1""","""DEAD CAT IN MIDDLE OF STREET """,2018-09-18T14:55:00Z,"""159 KINSEY AV - GJ1559033645 """,39.1253141302229,-84.506027115634
"""Dead animal""","""DAPUB1""","""dead possum at the curb""",2017-02-15T14:02:00Z,"""1143 NANCY LEE LN - GJ0711132343 """,39.1156485546339,-84.6044346989096
"""Dead animal""","""DAPUB1""","""DEAD DOG HIT BY CAR ON MATLOCK & LAIDLAW NEAR BOND HILL ACADEMY ELEMENTARY """,2017-02-09T14:30:00Z,"""MATLOCK AV & LAIDLAW AV - GJ1837339543 """,39.1777158873562,-84.4719666993773
"""Dead animal""","""DAPUB1""","""dead opossum at the curb""",2017-02-16T10:03:00Z,"""3227 SAFFER ST - GJ0997335606 """,39.1443443251046,-84.5703423218314
"""Dead animal""","""DAPUB1""","""DEAD POSSUM""",2017-02-14T09:08:00Z,"""SUNSET AV & SUNSET LN - GJ0938433614 """,39.1265494145904,-84.5777730080442
"""Dead animal""","""DAPUB1""","""DEAD DEER""",2018-09-20T08:22:00Z,"""4725 MADISON RD - GJ2334037793 """,39.1607055334179,-84.415090634838
"""Dead animal""","""DAPUB1""","""DEAD POSSUM NEAR FENCE IN THE REAR OF THE PROPERRTY  AT W. LIBERTY & WYOMING""",2017-02-13T16:42:00Z,"""1605 QUEBEC RD - GJ0964632564 """,39.117029504478,-84.5750662179645
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2017-02-08T21:20:00Z,"""602 FAIRBANKS AV, CINC - GJ1018330808""",39.1011030375087,-84.5693939698553
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2018-09-19T01:48:00Z,"""1173 HIGHCLIFF CT, CINC - GJ1292243024""",39.2104180840397,-84.5339029606636
"""Dead animal""","""DAPUB1""","""IN STREET BY CROSSWALK""",2017-02-16T07:31:00Z,"""WOLD AV & HEWITT AV - GJ1883135046 """,39.1371166840619,-84.468123284524
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2017-02-10T08:30:00Z,"""3414 W 8TH ST, CINC - GJ1040731354""",39.105887003013,-84.5666372164166
"""Dead animal""","""DAPUB1""",""" """,2017-02-08T14:44:00Z,"""STATE AV & LEHMAN RD - GJ1211332791 """,39.1184797859363,-84.546481490747
"""Dead animal""","""DAPUB1""","""PER 882, COLLECTED GROUND HOG FROM THE ROAD""",2017-02-14T09:18:00Z,"""644 FAIRBANKS AV - GJ1021730956 """,39.1024152523683,-84.5689637793501
"""Dead animal""","""DAPUB1""","""DEAD PREGNANT CAT """,2017-02-13T12:38:00Z,"""WARSAW AV & FAIRBANKS AV - GJ1025931837 """,39.1103438473867,-84.5682064300289
"""Dead animal""","""DAPUB1""","""ON CLIFTON JUST BEFORE KENARD THERE IS A DEAD RACOON IN THE STREET """,2017-04-05T08:13:00Z,"""CLIFTON AV & KENARD AV - GJ1456737884 """,39.1637319171206,-84.5165145806906
"""Dead animal""","""DAPUB1""","""DEAD CAT """,2017-02-14T08:57:00Z,"""950 SUMMIT AV - GJ1110231658 """,39.1085250910353,-84.5585260139939
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2018-09-19T13:22:00Z,"""5400 COLERAIN AV, CINC - GJ0995040562""",39.1889736451161,-84.5690635552959
"""Dead animal""","""DAPUB1""","""DEAD DOG  NEAR CORNER CAN  IN A BLACK BAG AT BETTON & JOHN""",2017-02-13T08:08:00Z,"""509 BETTON ST - GJ1411031937 """,39.1103061339939,-84.5236758331778
"""Dead animal""","""DAPUB1""","""DEAD POSSUM""",2017-02-10T13:18:00Z,"""1500 BEECH AV - GJ0951432950 """,39.1205388827289,-84.5764742649712
"""Dead animal""","""DAPUB1""","""there is a dead deer in the ROW""",2017-02-13T13:05:00Z,"""5426 RUDDY CT - GJ0917140726 """,39.1906314044394,-84.5780341636303
"""Dead animal""","""DAPUB1""",""" """,2017-02-14T12:36:00Z,"""2997 WESTWOOD NORTHERN BLVD - GJ0770237042 """,39.1578155008327,-84.5961656855577
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2018-09-21T11:21:00Z,"""4725 HAMILTON AV, CINC - GJ1206239348""",39.1775275998075,-84.5450149091566
"""Dead animal""","""DAPUB1""","""will be in a bag at the curb""",2017-02-17T08:24:00Z,"""6466 RAINBOW LN - GJ2676830869 """,39.097484795797,-84.3777665413052
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2017-02-17T08:20:00Z,"""1019 LENOX PL, CINC - GJ1794136858""",39.1536604396798,-84.4778066956861
"""Dead animal""","""DAPUB1""","""PER 882, COLLECTED DEAD POSSUM """,2017-02-23T09:22:00Z,"""DREMAN AV & BEEKMAN ST - GJ1165636663 """,39.1534457715153,-84.5505611565616
"""Dead animal""","""DAPUB1""","""DEAD DEER IN THE 3700 BLOCK ON CLIFTON BETWEEN WARREN & PROSBASCO FOUNTAIN""",2018-09-21T07:30:00Z,"""CLIFTON AV & WARREN AV - GJ1445436678 """,39.152898454116,-84.5182037534514
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2018-09-20T20:20:00Z,"""3760 CLIFTON AV, CINC - GJ1448136563""",39.1518625916499,-84.5179165286384
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2017-02-21T08:47:00Z,"""ERIE AV & MURRAY AV""",39.1504280648238,-84.4033054874121
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2017-02-19T12:26:00Z,"""4900 COLERAIN AV, CINC - GJ1060339001""",39.1747551635858,-84.5620009667013
"""Dead animal""","""DAPUB1""","""dead dog on side walk""",2017-02-21T10:03:00Z,"""GLENWAY AV & WELLS ST - GJ1014832210 """,39.1137257697018,-84.5693740511693
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2017-02-22T08:13:00Z,"""1808 W NORTH BEND RD, CINC - GJ1133542219""",39.2035539794324,-84.5525216268852
"""Dead animal""","""DAPUB1""","""DEAD DOG ON THE SIDEWALK""",2017-02-22T11:24:00Z,"""2611 CUMMINS ST - GJ1217334387 """,39.1328367410825,-84.5452948943072
"""Dead animal""","""DAPUB1""","""DEAD SKUNK""",2017-02-21T08:50:00Z,"""RIVERSIDE DR & CORBIN ST - GJ2039833364 """,39.1215812816534,-84.4505504649188
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2018-09-21T09:41:00Z,"""3766 CLIFTON AV, CINC - GJ1449036599""",39.1521888288236,-84.5177918597246
"""Dead animal""","""DAPUB1""","""dead deer on Columbia Pkwy, just east of Bains""",2017-02-24T00:03:00Z,"""COLUMBIA PKWY & BAINS ST - GJ1690132001 """,39.1101869223229,-84.4914001680127
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2017-02-22T17:38:00Z,"""3201 BOUDINOT AV, CINC - GJ0703535485""",39.1439627296109,-84.6043511558942
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2018-09-23T15:48:00Z,"""3444 BOUDINOT AV, CINC - GJ0712836204""",39.1504101851986,-84.6030486320575
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2017-02-17T19:23:00Z,"""6120 CENTER HILL AV, CINC - GJ1559841245""",39.1937302853966,-84.5035020021016
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.02/17/2017 3:06 PM/KMALONE - across from this address in the street on the railroad side of the street""",2017-02-17T13:51:00Z,"""6406 ROSEWOOD ST, CINC - GJ1685840952""",39.1907882053259,-84.4890227918352
"""Dead animal""","""DAPUB1""","""Request entered through the Web. Refer to Intake Questions for further description.""",2017-02-22T00:11:00Z,"""2020 QUEBEC RD, CINC - GJ1023533036""",39.1211416881119,-84.5681044230786
